restid,itemname,description,sentence
590,Bananas Foster,Bananas and a hint of cinnamon swirled in white chocolate create the fondue version of this favorite dessert  And we didn t forget the heat as we flamb it tableside ,Bananas Foster Bananas and a hint of cinnamon swirled in white chocolate create the fondue version of this favorite dessert  And we didn t forget the heat as we flamb it tableside
590,Yin Yang,This fondue satisfies dark and white chocolate cravings in an artfully balanced fondue dessert ,Yin Yang This fondue satisfies dark and white chocolate cravings in an artfully balanced fondue dessert
590,Kobe Beef Sliders,American kobe beef burgers in the classic slider style with steamed onions and gorgonzola port sauce served with kettle chips and cornichons ,Kobe Beef Sliders American kobe beef burgers in the classic slider style with steamed onions and gorgonzola port sauce served with kettle chips and cornichons
590,Lobster Quesadilla,Cold water lobster with seasoned cream sauce and an award winning butter kase and fontina cheese blend ,Lobster Quesadilla Cold water lobster with seasoned cream sauce and an award winning butter kase and fontina cheese blend
590,Seared Ahi Tuna,Ahi tuna lightly seared and served with marinated cucumber salad and a citrus soy sauce ,Seared Ahi Tuna Ahi tuna lightly seared and served with marinated cucumber salad and a citrus soy sauce
590,Mediterranean Flatbread,Seasoned with roasted garlic and herbs and topped with red onions feta cheese fresh tomatoes and scallions ,Mediterranean Flatbread Seasoned with roasted garlic and herbs and topped with red onions feta cheese fresh tomatoes and scallions
592,Fried Boiled Dumpling,,
590,Featured Flatbread,Seasoned with roasted garlic and herbs and topped with chef inspired ingredients  Ask your server for details ,Featured Flatbread Seasoned with roasted garlic and herbs and topped with chef inspired ingredients  Ask your server for details
590,Smoked Salmon Bruschetta,Smoked salmon and capers with a zesty lemon feta dressing served atop toasted baguette slices ,Smoked Salmon Bruschetta Smoked salmon and capers with a zesty lemon feta dressing served atop toasted baguette slices
590,Savory Satay Skewers,Tender marinated cuts of beef chicken pork or seafood accompanied by a seasonal dipping sauce  Ask your server for details ,Savory Satay Skewers Tender marinated cuts of beef chicken pork or seafood accompanied by a seasonal dipping sauce  Ask your server for details
590,Garlic Dijon Shrimp,White shrimp in a scampi style dijon butter sauce served with toasted baguette slices ,Garlic Dijon Shrimp White shrimp in a scampi style dijon butter sauce served with toasted baguette slices
590,Alp and Dell Cheese Fondue,A smooth blend of gruyere and emmenthaler swiss cheeses white wine chopped garlic and nutmeg infused with whole grain mustard finished with cracked pepper and a squeeze of fresh lemon and served with summer sausage and cornichons for dipping ,Alp and Dell Cheese Fondue A smooth blend of gruyere and emmenthaler swiss cheeses white wine chopped garlic and nutmeg infused with whole grain mustard finished with cracked pepper and a squeeze of fresh lemon and served with summer sausage and cornichons for dipping
590,Lettuce Wraps,Crisp leaf lettuce sliced cucumber curly carrots bean sprouts fresh mint honey roasted almonds black sesame seeds and scallions served with a mandarin orange ginger dressing ,Lettuce Wraps Crisp leaf lettuce sliced cucumber curly carrots bean sprouts fresh mint honey roasted almonds black sesame seeds and scallions served with a mandarin orange ginger dressing
590,Dark and Dulce Chocolat E Fondue,This fondue features our bittersweet dark chocolate swirled into rich and creamy dulce de leche and topped with coarse ground sea salt ,Dark and Dulce Chocolat E Fondue This fondue features our bittersweet dark chocolate swirled into rich and creamy dulce de leche and topped with coarse ground sea salt
590,Cheddar,Aged medium sharp cheddar and emmenthaler swiss cheeses lager beer garlic and seasonings ,Cheddar Aged medium sharp cheddar and emmenthaler swiss cheeses lager beer garlic and seasonings
590,Wisconsin Trio,Fontina butter kase and buttermilk bleu cheeses with white wine scallions and a hint of sherry ,Wisconsin Trio Fontina butter kase and buttermilk bleu cheeses with white wine scallions and a hint of sherry
590,Fiest A,Cheddar cheese blend with lager beer jalape o peppers and salsa made as spicy as you like ,Fiest A Cheddar cheese blend with lager beer jalape o peppers and salsa made as spicy as you like
590,Spinach Artichoke,Fontina and butter kase cheeses spinach artichoke hearts and garlic ,Spinach Artichoke Fontina and butter kase cheeses spinach artichoke hearts and garlic
590,Traditional Swiss,Gruyere and emmenthaler swiss cheeses white wine garlic nutmeg lemon and kirschwasser ,Traditional Swiss Gruyere and emmenthaler swiss cheeses white wine garlic nutmeg lemon and kirschwasser
590,Caesar,Crisp romaine lettuce shredded parmesan cheese crispy croutons and an added touch of parmesan encrusted pine nuts tossed with caesar dressing ,Caesar Crisp romaine lettuce shredded parmesan cheese crispy croutons and an added touch of parmesan encrusted pine nuts tossed with caesar dressing
590,California,Mixed baby salad greens roma tomatoes candied pecans and gorgonzola cheese with raspberry black walnut vinaigrette ,California Mixed baby salad greens roma tomatoes candied pecans and gorgonzola cheese with raspberry black walnut vinaigrette
590,The Melting Pot House Salad,Crisp romaine and iceberg lettuce cheddar cheese fresh tomatoes crispy croutons and sliced egg with your choice of peppercorn ranch dressing or our sweet and tangy house dressing ,The Melting Pot House Salad Crisp romaine and iceberg lettuce cheddar cheese fresh tomatoes crispy croutons and sliced egg with your choice of peppercorn ranch dressing or our sweet and tangy house dressing
590,Spinach Mushroom,Fresh spinach baby portobello mushrooms red onion chopped bacon and roma tomatoes with a warm burgundy shallot vinaigrette ,Spinach Mushroom Fresh spinach baby portobello mushrooms red onion chopped bacon and roma tomatoes with a warm burgundy shallot vinaigrette
590,Fondu E by You,Our chef invites you to enjoy any of the individual entrees below by themselves or in a combination of three  All entrees include seasonal vegetables and signature dipping sauces ,Fondu E by You Our chef invites you to enjoy any of the individual entrees below by themselves or in a combination of three  All entrees include seasonal vegetables and signature dipping sauces
590,Honey Orange Duck Breast,,
590,At Lantic Salmon,,
590,Andouille Sausage,,
590,Pacific White Shrimp,,
590,Cold Water Lobster Tails,,
590,Seasoned Choice Angus Sirloin,,
590,Memphis Style BBQ Pork Medallion,,
590,Filet Mignon,,
590,Wild Caught Mahi Mahi,,
590,Citrus Infused Pork Tenderloin,,
590,All Natural Breast of Chicken,,
590,Seasoned Court Bouillon,Fresh seasoned vegetable broth ,Seasoned Court Bouillon Fresh seasoned vegetable broth
590,Mojo,Caribbean seasoned bouillon with a distinctive fresh garlic flavor and a citrus flair ,Mojo Caribbean seasoned bouillon with a distinctive fresh garlic flavor and a citrus flair
590,Coq Au Vin,Burgundy wine infused with fresh herbs spices and mushrooms ,Coq Au Vin Burgundy wine infused with fresh herbs spices and mushrooms
590,Bourguignonne,European style fondue in cholesterol free  g trans fat Canola oil  served with tempura and sesame batters ,Bourguignonne European style fondue in cholesterol free  g trans fat Canola oil  served with tempura and sesame batters
590,The Classic,Our most popular combination Seasoned choice angus sirloin memphis style BBQ pork medallion pacific white shrimp herb crusted all natural breast of chicken and teriyaki marinated sirloin ,The Classic Our most popular combination Seasoned choice angus sirloin memphis style BBQ pork medallion pacific white shrimp herb crusted all natural breast of chicken and teriyaki marinated sirloin
590,Good Earth Vegetarian,A selection of fresh vegetables including edamame or onion rings artichoke hearts portobello mushrooms and asparagus served with Thai peanut marinated tofu spinach and artichoke ravioli and wild mushroom sacchetti ,Good Earth Vegetarian A selection of fresh vegetables including edamame or onion rings artichoke hearts portobello mushrooms and asparagus served with Thai peanut marinated tofu spinach and artichoke ravioli and wild mushroom sacchetti
590,Seafood Trio,Wild caught mahi mahi succulent pacific white shrimp and atlantic salmon ,Seafood Trio Wild caught mahi mahi succulent pacific white shrimp and atlantic salmon
590,French Quarter,Premium filet mignon all natural breast of chicken and pacific white shrimp seasoned with cajun spices and accompanied by flavorful andouille sausage ,French Quarter Premium filet mignon all natural breast of chicken and pacific white shrimp seasoned with cajun spices and accompanied by flavorful andouille sausage
590,Pacific Rim,Teriyaki marinated sirloin honey orange duck breast citrus infused pork tenderloin and chicken potstickers ,Pacific Rim Teriyaki marinated sirloin honey orange duck breast citrus infused pork tenderloin and chicken potstickers
590,Land and Sea,Premium filet mignon herb crusted chicken and pacific white shrimp ,Land and Sea Premium filet mignon herb crusted chicken and pacific white shrimp
590,Steak Lovers,Premium filet mignon teriyaki marinated sirloin and seasoned choice angus sirloin ,Steak Lovers Premium filet mignon teriyaki marinated sirloin and seasoned choice angus sirloin
590,Fondue Fusion,Cold water lobster tail accompanied by teriyaki marinated sirloin memphis style BBQ pork medallion honey orange duck breast and wild mushroom sacchetti ,Fondue Fusion Cold water lobster tail accompanied by teriyaki marinated sirloin memphis style BBQ pork medallion honey orange duck breast and wild mushroom sacchetti
590,Fondue Delight,Premium filet mignon and a succulent cold water lobster tail paired with all natural breast of chicken pacific white shrimp and wild mushroom sacchetti ,Fondue Delight Premium filet mignon and a succulent cold water lobster tail paired with all natural breast of chicken pacific white shrimp and wild mushroom sacchetti
590,Surf and Turf,A succulent cold water lobster tail paired with seasoned choice angus sirloin ,Surf and Turf A succulent cold water lobster tail paired with seasoned choice angus sirloin
590,Dippers,A delicious variety of gluten free dippers are available with your chocolate fondue ,Dippers A delicious variety of gluten free dippers are available with your chocolate fondue
590,The Original,Our original milk chocolate fondue swirled with crunchy peanut butter ,The Original Our original milk chocolate fondue swirled with crunchy peanut butter
590,Pure Choco Late,For the fondue purist we offer milk dark or white chocolate melted to decadent perfection ,Pure Choco Late For the fondue purist we offer milk dark or white chocolate melted to decadent perfection
590,Choco Late S Mores,The fondue version of this classic presents milk chocolate with marshmallow cream flambeed and topped with bits of graham crackers ,Choco Late S Mores The fondue version of this classic presents milk chocolate with marshmallow cream flambeed and topped with bits of graham crackers
590,Create Your Own,Feeling creative you make the culinary call by selecting from milk dark or white chocolate and adding disaronno Baileys cointreau grand marnier chambord or tuaca ,Create Your Own Feeling creative you make the culinary call by selecting from milk dark or white chocolate and adding disaronno Baileys cointreau grand marnier chambord or tuaca
590,Flaming Turtle,We consider it fondue candy  It s an irresistible combination of milk chocolate caramel and candied pecans flambeed tableside ,Flaming Turtle We consider it fondue candy  It s an irresistible combination of milk chocolate caramel and candied pecans flambeed tableside
590,Cookies N Cream Marshmallow Dream,Dark chocolate and marshmallow cream flambeed and topped with bits of delicious oreo cookies ,Cookies N Cream Marshmallow Dream Dark chocolate and marshmallow cream flambeed and topped with bits of delicious oreo cookies
590,Bananas Foster,Bananas and a hint of cinnamon swirled in white chocolate create the fondue version of this favorite dessert  And we didn t forget the heat as we flambe it tableside  ,Bananas Foster Bananas and a hint of cinnamon swirled in white chocolate create the fondue version of this favorite dessert  And we didn t forget the heat as we flambe it tableside
590,Yin Yang,This fondue satisfies dark and white chocolate cravings in an artfully balanced fondue dessert ,Yin Yang This fondue satisfies dark and white chocolate cravings in an artfully balanced fondue dessert
591,Fresh Seasonal Fruit Plate,Homemade Banana Bread,Fresh Seasonal Fruit Plate Homemade Banana Bread
591,Seasonal Berries,Fresh Raspberries Blueberries Blackberries Stawberries,Seasonal Berries Fresh Raspberries Blueberries Blackberries Stawberries
591,Taj Bircher Muesli,Orange Flavored Apple Muesli Strawberries,Taj Bircher Muesli Orange Flavored Apple Muesli Strawberries
591,Continental,Choice of Fresh Juice Breakfast Pastry Selection from our Bakery or Toast Sweet Butter Preserves Coffee or Tea,Continental Choice of Fresh Juice Breakfast Pastry Selection from our Bakery or Toast Sweet Butter Preserves Coffee or Tea
591,Country Oatmeal,,
591,Challah French Toast,Candied Oranges Orange Segments,Challah French Toast Candied Oranges Orange Segments
591,Belgian Waffle,Berry Compote Whipped Cream Maple Syrup,Belgian Waffle Berry Compote Whipped Cream Maple Syrup
591,Buttermilk Pancakes,Plain Blueberry Banana Pecan or Chocolate Chip,Buttermilk Pancakes Plain Blueberry Banana Pecan or Chocolate Chip
591,Smoked Atlantic Salmon,Toasted Bagel Cream Cheese Slicked Tomato Caper Berries,Smoked Atlantic Salmon Toasted Bagel Cream Cheese Slicked Tomato Caper Berries
591,American,Choice of Fresh Juice Two Eggs any style Breakfast Potatoes Bacon or Sausage Toast Sweet Butter Preserves Coffee or Tea,American Choice of Fresh Juice Two Eggs any style Breakfast Potatoes Bacon or Sausage Toast Sweet Butter Preserves Coffee or Tea
591,Two Eggs Any Style,Bacon or Sausage Breakfast Potatoes,Two Eggs Any Style Bacon or Sausage Breakfast Potatoes
591,Corned Beef Hash Eggs*,Two Eggs any style House Corned Beef Thyme Potatoes Root Vegetables Toast,Corned Beef Hash Eggs* Two Eggs any style House Corned Beef Thyme Potatoes Root Vegetables Toast
591,Traditional Eggs Benedict*,Canadian Bacon Breakfast Potatoes Hollandaise Sauce,Traditional Eggs Benedict* Canadian Bacon Breakfast Potatoes Hollandaise Sauce
591,Crab Cake Benedict*,Crab Cakes Two Poached Eggs Old Bay Hollandaise Sauce,Crab Cake Benedict* Crab Cakes Two Poached Eggs Old Bay Hollandaise Sauce
591,Smoked Salmon Benedict*,Chive Hollandaise Sauce,Smoked Salmon Benedict* Chive Hollandaise Sauce
591,Lobster Crab Omelet,Melted Brie Tomato Herbs Toast,Lobster Crab Omelet Melted Brie Tomato Herbs Toast
591,New England Clam Chowder,House Made Cracker,New England Clam Chowder House Made Cracker
591,Organic Mixed Greens,Pear Tomato Cucumber Radish Citrus White Balsamic Vinaigrette,Organic Mixed Greens Pear Tomato Cucumber Radish Citrus White Balsamic Vinaigrette
591,Omlete,Choice of Bell Peppers Vine Ripe Tomatoes Ham Bacon Mushrooms Onions Spinach Green Onion Asparagus Ricotta Parmesan Cheddar or Swiss Cheese Toast,Omlete Choice of Bell Peppers Vine Ripe Tomatoes Ham Bacon Mushrooms Onions Spinach Green Onion Asparagus Ricotta Parmesan Cheddar or Swiss Cheese Toast
591,Bagel with Cream Cheese,,
591,Selection of Pastries,,
591,White Wheat Rye Toast or English Muffin,,
591,Breakfast Potatoes,,
591,Maple Smoked Bacon or Sausage*,,
591,Orange Grapefruit Pineapple Cranberry Apple Tomato Carrot V  Juice,,
591,Soft Drinks,Sodas Tonic Water Soda Water,Soft Drinks Sodas Tonic Water Soda Water
591,Mineral Waters,,
591,Tea Selections,,
591,Black Tea,,
591,Green Tea,,
591,Herbal Infusion,,
591,Low Caffeine,,
591,Herbal Spiced Tea,,
591,Energy,,
591,Freshly Brewed Regular or Decaffeinated Coffee,,
591,Hot Chocolate,,
591,Aloo Paratha,Whole Wheat Bread Stuffed with Tempered Potato Yogurt Pickle,Aloo Paratha Whole Wheat Bread Stuffed with Tempered Potato Yogurt Pickle
591,Mango Lassi,A blend of Mango Yogurt,Mango Lassi A blend of Mango Yogurt
591,Coconut Vegetable Soup,Spiced Coconut Vegetables Lemon Cilantro Oil,Coconut Vegetable Soup Spiced Coconut Vegetables Lemon Cilantro Oil
591,New England Clam Chowder,House Made Cracker,New England Clam Chowder House Made Cracker
591,Organic Mixed Greens,Pear Tomato Cucumber Radish Citrus White Balsamic Viniagrette,Organic Mixed Greens Pear Tomato Cucumber Radish Citrus White Balsamic Viniagrette
591,Watermelon Feta Salad,Watermelon Olives Baby Tomato Feta Mint,Watermelon Feta Salad Watermelon Olives Baby Tomato Feta Mint
591,Maine Jonah Crab Cake,Beet Celery Root Slaw Grilled Lemon Parsley Lemon Caper Aioli,Maine Jonah Crab Cake Beet Celery Root Slaw Grilled Lemon Parsley Lemon Caper Aioli
591,Half Dozen Chilled Jumbo Shrimp,Smoky Cocktail Sauce,Half Dozen Chilled Jumbo Shrimp Smoky Cocktail Sauce
591,Half Dozen Raw Wellfleet Oysters*,Smoky Cocktail Sauce Cucumber Mignonette,Half Dozen Raw Wellfleet Oysters* Smoky Cocktail Sauce Cucumber Mignonette
591,Risotto,Spring Vegetables Mascarpone Tarragon Spiced Roasted Hazelnuts,Risotto Spring Vegetables Mascarpone Tarragon Spiced Roasted Hazelnuts
591,Cobb Salad,Bacon Avocado Tomato Hard Boiled Egg Cilantro Scallion Buttermilk Dressing,Cobb Salad Bacon Avocado Tomato Hard Boiled Egg Cilantro Scallion Buttermilk Dressing
591,Chicken Salad,Poached Chicken Romaine Celery Quinoa Cucumber Salad Toasted Baguette,Chicken Salad Poached Chicken Romaine Celery Quinoa Cucumber Salad Toasted Baguette
591,Caesar Salad,Crispy Romaine Lettuce Tiny Tomatoes Lemon Garlic Toast Shaved Tarentaise Chesse,Caesar Salad Crispy Romaine Lettuce Tiny Tomatoes Lemon Garlic Toast Shaved Tarentaise Chesse
591,Roasted Turkey Club,Avocado Tomato Cheddar Bacon Cranberry Mayonaise,Roasted Turkey Club Avocado Tomato Cheddar Bacon Cranberry Mayonaise
591,Maine Lobster Roll,Lobster Celery Herb Aioli on a Soft Brioche Roll Petite Salad,Maine Lobster Roll Lobster Celery Herb Aioli on a Soft Brioche Roll Petite Salad
591,The Taj Burger*,Grass Fed Beef Crispy Onions House Made Tomato Jam Apple Wood Smoked Bacon Vermont Cheddar,The Taj Burger* Grass Fed Beef Crispy Onions House Made Tomato Jam Apple Wood Smoked Bacon Vermont Cheddar
591,Bombay Burger,Spiced Vegetable Patty Mint Yogurt Cucumber Tomato Arugula,Bombay Burger Spiced Vegetable Patty Mint Yogurt Cucumber Tomato Arugula
591,Fish Rawa Fry,Semolina Crusted Spiced Local Cod Beet Celery Root Slaw Tomato Chutney Herb Grilled Lemon,Fish Rawa Fry Semolina Crusted Spiced Local Cod Beet Celery Root Slaw Tomato Chutney Herb Grilled Lemon
591,Sesame Crusted Salmon,Baby Bok Choy Soba Noodles Soy Ginger Sauce,Sesame Crusted Salmon Baby Bok Choy Soba Noodles Soy Ginger Sauce
591,Free Range Organic Chicken,Soft Polenta Grilled Asparagus Mango Salsa,Free Range Organic Chicken Soft Polenta Grilled Asparagus Mango Salsa
591,Fresh Cavatelli,Arugula Pesto Spring Vegetables Pear Tomatoes Toasted Pine Nuts,Fresh Cavatelli Arugula Pesto Spring Vegetables Pear Tomatoes Toasted Pine Nuts
591,Dal Makhani,Urad Black Lentil slowly simmered with Tomato a touch of Cream from Punjab,Dal Makhani Urad Black Lentil slowly simmered with Tomato a touch of Cream from Punjab
591,Lasooni Palak Paneer,Spinach with Cottage Chesse tempered with Garlic,Lasooni Palak Paneer Spinach with Cottage Chesse tempered with Garlic
591,Amritsari Chole,Spiced Chick Peas cooked with Pomegranate Spices served with Soft Bread,Amritsari Chole Spiced Chick Peas cooked with Pomegranate Spices served with Soft Bread
591,Anardana Tawa Subji,Seasonal Vegetables tossed with Roasted Coriander Garlic Tomato Sauce Pomegranate,Anardana Tawa Subji Seasonal Vegetables tossed with Roasted Coriander Garlic Tomato Sauce Pomegranate
591,Murgh Tikka Masala,Chicken Tikka tossed in Onion Tomato Masala a perfect blend of Spices,Murgh Tikka Masala Chicken Tikka tossed in Onion Tomato Masala a perfect blend of Spices
591,Allepey Curry,Spiced Crab Meat or Shrimp cooked with Coconut Milk Raw Mango  Curry Leaves,Allepey Curry Spiced Crab Meat or Shrimp cooked with Coconut Milk Raw Mango  Curry Leaves
591,Lamb Pepper Fry,Stir Fried Lamb tempered with Mustard Garlic Shallot  A South Indian Delicacy ,Lamb Pepper Fry Stir Fried Lamb tempered with Mustard Garlic Shallot  A South Indian Delicacy
591,Biryani,Chicken Shrimp or Vegetables cooked on Dum in a sealed pot with Saffron Spices  All dishes served with a side of Green Pea Pulao or Saffron Rice ,Biryani Chicken Shrimp or Vegetables cooked on Dum in a sealed pot with Saffron Spices  All dishes served with a side of Green Pea Pulao or Saffron Rice
591,Taj Mahal Lager Beer,,
591,Mango Lassi,A blend of Mango Yogurt,Mango Lassi A blend of Mango Yogurt
591,Laccha Paratha,Layered Bread made with Whole Wheat Flour choice of Plain Butter or Mint,Laccha Paratha Layered Bread made with Whole Wheat Flour choice of Plain Butter or Mint
591,Naan,Leavened Bread made with refined Flour served Plain or with a choice of Garlic Butter or Olives ,Naan Leavened Bread made with refined Flour served Plain or with a choice of Garlic Butter or Olives
591,Tandoori Roti,Thin bread made with Ground Wheat,Tandoori Roti Thin bread made with Ground Wheat
592,Curry Shrimp,,
592,Steam Fish Cooked to Order ,,
591,Maine Jonah Crab Cake,Beet Celery Root Slaw Grilled Lemon Parsley Lemon Caper Aioli,Maine Jonah Crab Cake Beet Celery Root Slaw Grilled Lemon Parsley Lemon Caper Aioli
591,Half Dozen Chilled Jumbo Shrimp,Smoky Cocktail Sauce,Half Dozen Chilled Jumbo Shrimp Smoky Cocktail Sauce
591,Half Dozen Raw Wellfleet Oysters*,Smoky Cocktail Sauce Cucumber Mignonette,Half Dozen Raw Wellfleet Oysters* Smoky Cocktail Sauce Cucumber Mignonette
591,Risotto,Spring Vegetables Mascarpone Tarragon Spiced Roasted Hazelnuts,Risotto Spring Vegetables Mascarpone Tarragon Spiced Roasted Hazelnuts
591,Tandoori Bharwan Aloo,Clay Oven Roasted Stuffed Potatoes Mint Chutney Mango Slaw,Tandoori Bharwan Aloo Clay Oven Roasted Stuffed Potatoes Mint Chutney Mango Slaw
591,Ghost Seekh Kebab,Spiced Lamb Kebab cooked on a Skewer Mixed Greens Salad Mint Yogurt Sauce,Ghost Seekh Kebab Spiced Lamb Kebab cooked on a Skewer Mixed Greens Salad Mint Yogurt Sauce
591,Fresh Cavatelli,Arugula Pesto Spring Vegetables Pear Tomatoes Toasted Pine Nuts,Fresh Cavatelli Arugula Pesto Spring Vegetables Pear Tomatoes Toasted Pine Nuts
591,Sesame Crusted Cod,Baby Bok Choy Soba Noodles Soy Ginger Sauce,Sesame Crusted Cod Baby Bok Choy Soba Noodles Soy Ginger Sauce
591,Pan Seared Scallops,Brown Butter Cauliflower Haricot Vert Green Pea Puree Citrus Beurre Blanc,Pan Seared Scallops Brown Butter Cauliflower Haricot Vert Green Pea Puree Citrus Beurre Blanc
591,Free Range Organic Chicken,Soft Polenta Grilled Asparagus Mango Salsa,Free Range Organic Chicken Soft Polenta Grilled Asparagus Mango Salsa
591,Grilled Colorado Rack of Lamb,Herb Potato Rosti Baby Carrots Foraged Mushrooms Fig Sherry Jus,Grilled Colorado Rack of Lamb Herb Potato Rosti Baby Carrots Foraged Mushrooms Fig Sherry Jus
591,Filet of Beef*,Whipped Garlic Mash Glazed Vegetables Mustard Bearnaise,Filet of Beef* Whipped Garlic Mash Glazed Vegetables Mustard Bearnaise
591,Dal Makhani,Urad Black Lentil slowly simmered with Tomato a touch of Cream from Punjab,Dal Makhani Urad Black Lentil slowly simmered with Tomato a touch of Cream from Punjab
591,Lasooni Palak Paneer,Spinach with Cottage Cheese Tempered with Garlic,Lasooni Palak Paneer Spinach with Cottage Cheese Tempered with Garlic
591,Amritsari Chole,Spiced Chick Peas cooked with Pomegranate Spices served with Soft Bread,Amritsari Chole Spiced Chick Peas cooked with Pomegranate Spices served with Soft Bread
591,Anardana Tawa Subji,Seasonal Vegetables tossed with roasted Coriander Garlic Tomatoes Sauce Pomegranate,Anardana Tawa Subji Seasonal Vegetables tossed with roasted Coriander Garlic Tomatoes Sauce Pomegranate
591,Murgh Tikka Masala,Chicken Tikka tossed in Onion Tomato Masala a perfect blend of Spices,Murgh Tikka Masala Chicken Tikka tossed in Onion Tomato Masala a perfect blend of Spices
591,Allepey Curry,Spiced Crab Meat or Shrimp cooked with Coconut Milk Raw Mango Curry Leaves,Allepey Curry Spiced Crab Meat or Shrimp cooked with Coconut Milk Raw Mango Curry Leaves
591,Lamb Pepper Fry,Stir Fried Lamb tempered with Mustard Garlic Shallot  A South Indian Delicacy ,Lamb Pepper Fry Stir Fried Lamb tempered with Mustard Garlic Shallot  A South Indian Delicacy
591,Biryani,Chicken or Vegetables cooked on Dum in a sealed pot with Saffron Spices,Biryani Chicken or Vegetables cooked on Dum in a sealed pot with Saffron Spices
591,Taj Mahal Lagel Beer,,
591,Mango Lassi,A blend of Mango Yogurt,Mango Lassi A blend of Mango Yogurt
591,Naan,Leavened bread made with refined flour served Plain or with a choice of Garlic Butter or Olives,Naan Leavened bread made with refined flour served Plain or with a choice of Garlic Butter or Olives
591,Tandoori Roti,Thin bread made with Ground Wheat,Tandoori Roti Thin bread made with Ground Wheat
591,Laccha Paratha,Layered Bread made with Whole Wheat choice of Plain Butter or Mint,Laccha Paratha Layered Bread made with Whole Wheat choice of Plain Butter or Mint
591,Ginger Honey Ricotta Cheesecake,Our own Rooftop Honey Rum Caramel Sauce Lemon Sorbet,Ginger Honey Ricotta Cheesecake Our own Rooftop Honey Rum Caramel Sauce Lemon Sorbet
591,Raspberry Brown Butter Tart,Raspberry Coulis Vanilla Ice Cream,Raspberry Brown Butter Tart Raspberry Coulis Vanilla Ice Cream
591,S'mores Donut,Baked Chocolate Donut Graham Cracker Toasted Meringue Cherry Sorbet,S'mores Donut Baked Chocolate Donut Graham Cracker Toasted Meringue Cherry Sorbet
591,Strawberries Cream,Vanilla Panna Cotta Rose Gelee Strawberry Mousse Fresh Strawberries,Strawberries Cream Vanilla Panna Cotta Rose Gelee Strawberry Mousse Fresh Strawberries
591,Lemon Meringue Pie,Thyme Sable White Chocolate Sauce,Lemon Meringue Pie Thyme Sable White Chocolate Sauce
591,Praline Semifredo,Praline Cremeux Hazelnut Siphon Cake Cherry Puree,Praline Semifredo Praline Cremeux Hazelnut Siphon Cake Cherry Puree
591,Gulab Jamun,Saffron Infused White Chocolate Sauce Vanilla Ice Cream,Gulab Jamun Saffron Infused White Chocolate Sauce Vanilla Ice Cream
591,Assorted Homemade Ice Cream Sorbet,,
591,Trio of Artisan Cheeses,Fruit Jam Honey Crostini,Trio of Artisan Cheeses Fruit Jam Honey Crostini
592,Meals W Two Side Orders,,
592,Ackee Saltfish,,
592,Saltfish,,
592,Liver,,
592,Callalo,,
592,Fried Boiled Dumpling,,
592,Plantains,For extra,Plantains For extra
592,Steam Veggie,For extra,Steam Veggie For extra
592,Boil Banana,Choice with meal,Boil Banana Choice with meal
592,Yam,Choice with meal,Yam Choice with meal
592,Irish Potato,Choice with meal,Irish Potato Choice with meal
592,Fish,,
592,Beef,,
592,Chicken,,
592,Vegetables,,
592,Goat Manish Water ,,
592,Fried Chicken,,
592,Curry Chicken,,
592,Jerk Chicken,,
592,Stew Chicken,,
592,BBQ Chicken,,
592,Oxtail,,
592,Steak,,
592,Curry Goat,,
592,Cow Foot,,
592,Stew Peas W Pig Tails,,
592,Rice Peas,Choice with meal,Rice Peas Choice with meal
592,White Rice,Choice with meal,White Rice Choice with meal
592,Macaroni and Cheese,,
592,Steam Veggie,Choice with meal,Steam Veggie Choice with meal
592,Coco Bread,,
592,Steak Coco Bread W Cheese,,
593,Sa Teh,Marinated chicken on skewers charcoal grilled to perfection Served with authentic peanut sauce,Sa Teh Marinated chicken on skewers charcoal grilled to perfection Served with authentic peanut sauce
593,Ns Rolls Vegetarian   Or Chicken   ,Crispy fried spring rolls with dipping sweet and sour sauce,Ns Rolls Vegetarian   Or Chicken Crispy fried spring rolls with dipping sweet and sour sauce
593,Kyoza Vegetarian   Or Pork   ,Vegetable or pork ravioli steamed or pan fried with ginger sauce,Kyoza Vegetarian   Or Pork Vegetable or pork ravioli steamed or pan fried with ginger sauce
593,Ns Tofu,Home style fried fresh tofu served with sweet and sour sauce,Ns Tofu Home style fried fresh tofu served with sweet and sour sauce
593,Shumai Fried Or Steamed ,Japnese style steamed or fried shumai filled with minced shrimp and vegetables comes with special light mustard sauce,Shumai Fried Or Steamed Japnese style steamed or fried shumai filled with minced shrimp and vegetables comes with special light mustard sauce
593,Tempura,Fresh vegetables and shrimps optional battered with tempura flour then fry in to golden crispy served with sweet and sour sauce,Tempura Fresh vegetables and shrimps optional battered with tempura flour then fry in to golden crispy served with sweet and sour sauce
593,Golden Triangles   ,Crispy fried wonton stuffed with chopped chicken and minced herbs comes with sweet and sour sauce ,Golden Triangles Crispy fried wonton stuffed with chopped chicken and minced herbs comes with sweet and sour sauce
593,Crab Rangoon   ,Crispy   cheesy   absolutley delicious the cheesy spiced crab stuffed in crispy wonton,Crab Rangoon Crispy   cheesy   absolutley delicious the cheesy spiced crab stuffed in crispy wonton
593,Fresh Rolls,Vegetarian style fresh vegetables in steamed rice paper wrap comes with our unique recipe black peanut sauce ,Fresh Rolls Vegetarian style fresh vegetables in steamed rice paper wrap comes with our unique recipe black peanut sauce
